state,name,FIPS,pop2010,pop2000,age_under_5,age_under_18,age_over_65,female,white,black,native,asian,pac_isl,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,percent_change_private_nonfarm_employment,nonemployment_establishments,firms,black_owned_firms,native_owned_firms,asian_owned_firms,pac_isl_owned_firms,hispanic_owned_firms,women_owned_firms,manufacturer_shipments_2007,mercent_whole_sales_2007,sales,sales_per_capita,accommodation_food_service,building_permits,fed_spending,area,density
Alabama,Shelby County,1117.0,195085.0,143293.0,6.7,25.6,10.6,51.0,83.0,10.6,0.3,1.9,NA,1.4,5.9,80.2,85.0,5.6,7.5,91.5,39.6,14211.0,29.0,80970.0,80.6,11.4,193900.0,71759.0,2.59,33978.0,68380.0,7.4,4900.0,76171.0,33.4,14255.0,18393.0,5.7,0.6,NA,NA,2.0,30.5,1723017.0,4385596.0,2520488.0,13737.0,301893.0,473.0,1041343.0,784.93,248.5
Alabama,Sumter County,1119.0,13763.0,14798.0,5.5,22.3,15.0,54.5,24.2,75.0,0.1,0.2,NA,0.3,0.6,24.0,88.2,0.1,0.5,75.4,12.8,706.0,23.8,6786.0,68.3,14.5,66300.0,4952.0,2.77,14460.0,25338.0,34.8,220.0,2986.0,3.7,742.0,730.0,57.5,NA,NA,NA,NA,NA,0.0,76499.0,59636.0,4494.0,8199.0,5.0,187467.0,903.89,15.2
Alabama,Talladega County,1121.0,82291.0,80321.0,6.0,23.4,14.1,51.3,65.3,31.7,0.3,0.4,NA,1.3,2.0,64.5,84.5,1.9,2.5,75.7,11.9,7080.0,24.6,37088.0,73.0,9.6,87e3,31151.0,2.52,18713.0,36948.0,18.4,1317.0,21858.0,4.0,3795.0,4872.0,NA,NA,1.5,NA,NA,26.6,9054200.0,NA,730728.0,9113.0,67078.0,116.0,715605.0,736.78,111.7
Alabama,Tallapoosa County,1123.0,41616.0,41475.0,5.8,22.2,17.3,51.5,69.9,26.6,0.3,0.5,NA,1.0,2.5,69.3,84.3,1.5,2.7,76.1,15.7,3829.0,23.7,22111.0,73.3,8.9,91300.0,16282.0,2.51,22542.0,36904.0,17.5,782.0,11868.0,-53.2,2301.0,3528.0,13.0,NA,NA,NA,NA,35.0,NA,NA,362304.0,8881.0,28222.0,9.0,359711.0,716.52,58.1
Alabama,Tuscaloosa County,1125.0,194656.0,164875.0,6.0,21.5,10.8,51.5,66.3,29.6,0.3,1.2,NA,1.1,3.1,65.0,79.7,3.3,5.9,84.7,26.2,12396.0,20.3,84872.0,63.3,25.4,148400.0,69175.0,2.61,22546.0,42311.0,19.7,4055.0,70373.0,1.1,10070.0,14729.0,13.3,0.9,NA,NA,NA,22.5,10852479.0,760623.0,2445850.0,13664.0,327429.0,598.0,1513973.0,1321.76,147.3
Alabama,Walker County,1127.0,67023.0,70713.0,5.8,22.5,16.3,51.3,91.2,5.9,0.4,0.3,NA,1.2,2.0,90.4,87.9,1.1,1.4,75.5,9.7,5535.0,28.8,30816.0,77.7,6.6,83600.0,25800.0,2.6,20516.0,37191.0,18.6,1357.0,15960.0,0.8,3759.0,5365.0,NA,NA,0.6,NA,NA,23.8,314804.0,256377.0,903643.0,13162.0,73895.0,15.0,681873.0,791.19,84.7
Alabama,Washington County,1129.0,17581.0,18097.0,6.0,25.5,14.7,50.8,65.5,24.9,8.0,0.1,NA,1.2,0.9,65.2,91.9,0.5,0.9,78.0,9.3,957.0,32.1,8407.0,83.0,2.6,85200.0,6672.0,2.58,18824.0,36431.0,19.7,233.0,3056.0,-10.3,1083.0,1288.0,NA,NA,NA,NA,NA,25.6,1153449.0,32856.0,76343.0,4458.0,NA,1.0,137659.0,1080.21,16.3
Alabama,Wilcox County,1131.0,11670.0,13183.0,6.1,27.0,15.0,52.7,26.8,72.5,0.1,0.0,NA,0.4,0.6,26.6,90.2,0.3,0.7,68.5,13.2,390.0,25.0,5649.0,76.8,6.0,54200.0,3732.0,3.02,12573.0,23491.0,38.5,212.0,2012.0,-23.5,893.0,928.0,66.2,NA,NA,NA,NA,37.6,NA,21337.0,75708.0,6018.0,12949.0,0.0,159172.0,888.5,13.1
Alabama,Winston County,1133.0,24484.0,24843.0,5.4,21.6,17.7,50.9,95.6,0.5,0.7,0.2,NA,1.4,2.6,94.9,84.4,1.5,2.0,69.3,11.1,1871.0,25.2,13469.0,73.8,6.1,83700.0,9478.0,2.53,18055.0,33685.0,20.6,461.0,6622.0,-27.5,1851.0,2380.0,NA,NA,NA,NA,NA,19.6,797845.0,165638.0,166709.0,6853.0,16564.0,0.0,214085.0,612.98,39.9
Alaska,Aleutians East Borough,2013.0,3141.0,2697.0,3.9,11.8,4.9,33.4,21.0,7.0,27.9,36.0,0.6,4.9,12.3,13.5,60.7,72.2,80.7,64.1,9.6,59.0,4.3,747.0,59.2,11.8,121600.0,267.0,2.75,22279.0,54375.0,10.4,59.0,0.0,NA,269.0,188.0,NA,71.8,NA,NA,NA,NA,NA,NA,9326.0,3309.0,NA,0.0,13979.0,6981.94,0.4
Alaska,Aleutians West Census Area,2016.0,5561.0,5465.0,3.7,14.7,3.5,33.1,36.0,6.0,15.4,28.9,1.9,5.6,13.1,31.4,69.0,54.4,64.1,70.4,9.0,484.0,4.6,1929.0,36.3,30.9,163400.0,521.0,2.74,29920.0,72917.0,12.6,121.0,4953.0,20.5,294.0,285.0,NA,NA,NA,NA,NA,26.3,634809.0,62073.0,46785.0,9823.0,14684.0,8.0,57275.0,4390.28,1.3
Alaska,Anchorage Municipality,2020.0,291826.0,260283.0,7.5,26.0,7.2,49.2,66.0,5.6,7.9,8.1,2.0,8.1,7.6,62.6,77.0,9.2,16.3,91.9,33.0,30779.0,18.2,113032.0,61.7,35.3,269500.0,104315.0,2.66,34678.0,73004.0,7.9,8432.0,144656.0,28.3,18307.0,26726.0,2.5,5.7,5.3,NA,3.1,30.2,NA,2914025.0,4482714.0,16096.0,933301.0,480.0,4358145.0,1704.68,171.2
Alaska,Bethel Census Area,2050.0,17013.0,16006.0,10.6,36.5,6.1,47.7,11.1,0.4,82.9,0.9,0.2,4.2,1.1,10.9,81.9,0.6,68.7,78.4,13.9,770.0,7.0,5919.0,61.3,13.9,153400.0,4291.0,3.88,18584.0,52214.0,18.6,202.0,3471.0,-0.1,984.0,1238.0,NA,54.7,NA,NA,NA,20.8,0.0,3454.0,96755.0,5658.0,4091.0,10.0,340871.0,40570.0,0.4
Alaska,Bristol Bay Borough,2060.0,997.0,1258.0,4.8,22.6,8.3,45.8,48.2,0.0,33.5,0.8,0.3,16.8,2.4,47.7,77.7,0.8,3.6,90.6,15.9,103.0,8.7,969.0,56.6,13.4,171100.0,410.0,2.56,31260.0,84e3,5.0,67.0,302.0,-27.1,261.0,250.0,NA,NA,NA,NA,NA,NA,0.0,NA,12785.0,12823.0,13278.0,1.0,59364.0,503.84,2.0
Alaska,Denali Borough,2068.0,1826.0,1893.0,6.2,22.5,7.5,45.1,89.6,0.5,3.6,1.0,0.1,4.4,2.3,88.4,85.4,4.9,4.2,95.7,27.5,155.0,12.8,1771.0,60.7,14.1,174e3,428.0,2.21,42245.0,72500.0,4.6,100.0,522.0,61.6,176.0,316.0,NA,NA,NA,NA,NA,NA,0.0,0.0,11046.0,6120.0,37099.0,0.0,78281.0,12751.41,0.1
Alaska,Dillingham Census Area,2070.0,4847.0,4922.0,9.3,32.9,7.6,47.6,18.1,0.2,71.6,0.7,0.1,9.0,2.1,17.6,85.1,1.5,35.1,82.6,20.2,206.0,9.2,2427.0,60.7,14.1,199100.0,1408.0,3.42,22597.0,60800.0,18.1,101.0,1256.0,6.1,809.0,789.0,NA,58.3,NA,NA,NA,9.1,0.0,NA,42742.0,8612.0,7197.0,0.0,55276.0,18568.78,0.3
Alaska,Fairbanks North Star Borough,2090.0,97581.0,82840.0,8.1,25.6,6.5,47.2,77.0,4.5,7.0,2.7,0.4,6.8,5.8,74.1,74.7,5.1,10.9,92.9,27.1,11448.0,18.0,41783.0,59.8,26.2,206800.0,34596.0,2.63,30395.0,66598.0,7.6,2445.0,26479.0,22.5,5147.0,6481.0,2.0,3.8,3.4,NA,2.3,32.5,NA,NA,1574267.0,16072.0,221600.0,42.0,1644275.0,7338.21,13.3
Alaska,Haines Borough,2100.0,2508.0,2392.0,5.1,19.9,13.8,49.2,83.2,0.4,9.2,0.6,0.0,5.9,1.9,82.2,90.5,0.6,1.5,94.0,33.1,324.0,12.9,1631.0,74.5,13.2,205400.0,744.0,2.22,27979.0,47981.0,7.2,128.0,590.0,16.4,389.0,489.0,NA,NA,NA,NA,NA,37.2,0.0,NA,16185.0,6991.0,6351.0,6.0,28489.0,2318.6,1.1
Alaska,Hoonah-Angoon Census Area,2105.0,2150.0,3436.0,5.8,19.7,13.4,45.8,47.2,0.4,41.4,0.6,0.0,10.2,3.6,46.2,85.7,2.3,14.4,87.6,27.9,229.0,9.7,1771.0,64.0,8.6,184200.0,1004.0,2.02,24932.0,43750.0,15.9,186.0,447.0,-24.5,427.0,718.0,NA,NA,NA,NA,NA,20.8,0.0,NA,52012.0,23610.0,20660.0,4.0,51936.0,7524.92,0.3
Alaska,Juneau City and Borough,2110.0,31275.0,30711.0,6.3,23.5,8.4,49.0,69.7,0.9,11.8,6.1,0.7,9.5,5.1,67.4,78.7,6.9,10.9,95.3,34.7,2564.0,15.3,13055.0,64.0,32.2,291600.0,12005.0,2.52,34923.0,75517.0,6.5,1107.0,10800.0,7.6,2459.0,3500.0,1.0,5.2,3.6,NA,NA,26.5,0.0,NA,465334.0,15235.0,86874.0,53.0,1175633.0,2701.93,11.6
Alaska,Kenai Peninsula Borough,2122.0,55400.0,49691.0,6.3,23.7,11.3,47.6,84.6,0.5,7.4,1.1,0.2,5.6,3.0,82.8,81.9,3.3,10.0,92.1,22.4,5622.0,18.4,30578.0,72.7,12.0,193e3,22303.0,2.35,29127.0,57454.0,9.5,1944.0,13155.0,16.0,6009.0,8698.0,NA,NA,0.9,NA,NA,NA,NA,193745.0,666923.0,12527.0,131217.0,89.0,360397.0,16075.33,3.4
Alaska,Ketchikan Gateway Borough,2130.0,13477.0,14070.0,6.7,23.9,10.1,48.7,68.1,0.6,14.2,7.0,0.2,9.3,4.0,66.2,77.1,7.2,11.1,92.5,24.2,1348.0,14.2,6166.0,59.1,36.7,242500.0,5629.0,2.36,29520.0,61695.0,8.3,568.0,4686.0,-7.9,1247.0,1472.0,NA,2.4,3.0,NA,NA,16.4,NA,NA,268880.0,20488.0,45557.0,17.0,809321.0,4858.41,2.8
Alaska,Kodiak Island Borough,2150.0,13592.0,13913.0,8.5,28.6,6.7,47.0,55.3,0.7,13.2,19.6,0.6,7.6,7.3,52.5,79.1,16.5,23.8,87.7,21.8,1467.0,13.4,5303.0,59.2,25.9,182100.0,4409.0,2.76,26413.0,60776.0,10.9,471.0,4177.0,-4.4,1467.0,1847.0,NA,21.5,NA,NA,8.8,NA,NA,NA,108173.0,8274.0,26252.0,17.0,172657.0,6549.58,2.1
Alaska,Lake and Peninsula Borough,2164.0,1631.0,1823.0,8.5,30.2,7.8,47.3,23.3,0.6,65.1,0.4,0.3,10.1,2.6,22.2,86.9,1.8,14.7,78.0,13.5,77.0,6.3,1502.0,75.0,2.5,156400.0,492.0,3.3,15161.0,40909.0,21.4,48.0,138.0,-16.4,312.0,371.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,17199.0,23652.01,0.1
Alaska,Matanuska-Susitna Borough,2170.0,88995.0,59322.0,7.8,28.9,7.9,48.3,84.9,1.0,5.5,1.2,0.2,6.5,3.7,82.8,83.8,3.2,5.7,91.8,20.8,9163.0,33.4,41329.0,79.2,10.1,212e3,29361.0,2.81,27910.0,67703.0,9.9,1939.0,14869.0,54.2,6014.0,7646.0,NA,4.1,1.0,NA,NA,25.7,0.0,136960.0,853888.0,10362.0,113679.0,53.0,434891.0,24607.9,3.6
Alaska,Nome Census Area,2180.0,9492.0,9196.0,10.7,34.3,6.4,46.7,16.4,0.3,75.8,1.0,NA,6.2,1.2,15.9,81.7,1.1,27.9,83.8,14.9,693.0,5.9,4008.0,56.2,17.4,144600.0,2693.0,3.31,20549.0,53899.0,24.6,155.0,2160.0,19.9,435.0,629.0,NA,45.2,NA,NA,NA,NA,0.0,NA,63167.0,6785.0,10198.0,1.0,246246.0,22961.76,0.4
Alaska,North Slope Borough,2185.0,9430.0,7385.0,7.9,23.9,4.3,37.4,33.4,1.0,54.1,4.5,1.1,5.2,2.6,32.4,82.9,3.4,48.6,73.8,13.5,489.0,5.4,2500.0,48.3,24.9,135800.0,1976.0,4.47,22109.0,68517.0,11.8,140.0,2790.0,42.5,278.0,263.0,NA,11.4,NA,NA,NA,11.8,0.0,135221.0,70105.0,10574.0,56347.0,12.0,78974.0,88695.41,0.1
Alaska,Northwest Arctic Borough,2188.0,7523.0,7208.0,11.7,35.3,6.0,46.4,11.2,0.5,81.4,0.6,0.2,6.0,0.8,11.0,80.2,1.2,35.1,79.6,12.5,458.0,7.4,2707.0,53.7,19.4,129e3,1802.0,3.88,21278.0,55217.0,19.7,70.0,1707.0,9.3,235.0,189.0,NA,51.9,NA,NA,NA,39.7,0.0,NA,41576.0,5599.0,NA,4.0,97176.0,35572.58,0.2
Alaska,Petersburg Census Area,2195.0,3815.0,6684.0,6.0,23.4,11.5,48.0,71.1,0.4,16.1,2.6,0.2,8.5,3.4,69.4,86.7,2.5,6.6,95.5,27.4,455.0,8.5,1994.0,76.7,9.5,195300.0,1559.0,2.41,30971.0,62317.0,9.7,259.0,1519.0,-7.7,1212.0,1395.0,NA,NA,NA,NA,NA,22.2,128982.0,20426.0,68451.0,17606.0,8300.0,5.0,58260.0,3281.98,1.2
Alaska,Prince of Wales-Hyder Census Area,2198.0,5559.0,6146.0,7.5,25.6,10.1,44.8,50.4,0.3,39.7,0.4,0.4,8.5,2.3,49.6,79.5,2.4,5.0,88.4,17.8,585.0,14.2,2992.0,69.0,9.7,152100.0,2386.0,2.29,24193.0,45728.0,14.0,139.0,702.0,-36.6,530.0,905.0,NA,15.8,NA,NA,NA,9.1,0.0,NA,41561.0,7514.0,10917.0,4.0,56974.0,3922.87,1.4
Alaska,Sitka City and Borough,2220.0,8881.0,8835.0,7.0,23.5,11.4,49.5,65.3,0.5,16.8,6.0,0.3,9.8,4.9,63.5,80.3,7.3,11.6,92.3,29.2,920.0,10.1,4102.0,55.9,24.4,309800.0,3729.0,2.36,29982.0,62024.0,7.0,391.0,3424.0,20.1,1195.0,1938.0,NA,12.8,NA,NA,NA,16.3,0.0,NA,94916.0,10875.0,27072.0,13.0,99421.0,2870.34,3.1
Alaska,Skagway Municipality,2230.0,968.0,NA,5.1,15.7,9.1,48.3,91.4,0.0,3.5,0.5,0.1,4.0,2.2,90.1,72.3,14.1,20.1,95.3,32.3,98.0,4.6,636.0,59.1,27.2,253700.0,386.0,2.27,35536.0,73500.0,10.8,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,452.33,2.1
Alaska,Southeast Fairbanks Census Area,2240.0,7029.0,6174.0,6.9,26.3,9.4,44.3,80.4,1.1,11.5,0.9,0.3,4.9,3.3,78.7,74.9,5.1,15.7,91.1,20.0,1096.0,16.6,3915.0,65.2,17.3,168700.0,2485.0,2.64,27657.0,59596.0,10.0,188.0,783.0,25.1,500.0,567.0,NA,NA,NA,NA,NA,NA,0.0,NA,47342.0,6906.0,22181.0,0.0,141904.0,24768.81,0.3
Alaska,Valdez-Cordova Census Area,2261.0,9636.0,10195.0,6.4,24.4,8.3,46.6,74.0,0.5,13.6,3.7,0.6,7.2,3.6,72.1,75.2,4.9,7.6,92.6,23.7,1059.0,14.3,6102.0,71.8,17.6,165800.0,3941.0,2.42,30703.0,60383.0,6.9,398.0,2729.0,11.6,1335.0,1574.0,NA,8.1,2.0,NA,NA,18.9,543389.0,81239.0,79692.0,8422.0,23148.0,19.0,127855.0,34239.88,0.3
Alaska,Wade Hampton Census Area,2270.0,7459.0,7028.0,12.1,41.6,5.4,47.1,2.7,0.0,95.0,0.2,NA,2.0,0.1,2.7,86.5,0.1,58.1,73.6,7.7,322.0,5.4,2183.0,64.8,4.1,80300.0,1728.0,4.28,11269.0,37955.0,31.4,55.0,556.0,-18.8,357.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,39514.0,5211.0,0.0,0.0,105266.0,17081.43,0.4
Alaska,Wrangell City and Borough,2275.0,2369.0,NA,5.4,22.0,15.8,47.6,72.6,0.2,16.2,1.4,0.0,9.4,1.6,71.7,86.4,1.9,6.3,89.6,16.2,294.0,13.4,1428.0,78.7,11.9,163700.0,996.0,2.35,28731.0,50389.0,8.3,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2541.48,0.9
Alaska,Yakutat City and Borough,2282.0,662.0,808.0,6.0,24.5,9.7,45.6,42.4,0.3,35.8,4.1,1.8,15.4,2.6,40.5,88.8,2.2,13.3,90.5,17.9,65.0,6.3,450.0,61.1,12.4,151900.0,257.0,2.48,28576.0,65750.0,4.3,31.0,118.0,-58.7,138.0,158.0,NA,NA,NA,NA,NA,25.3,0.0,9957.0,NA,NA,3757.0,2.0,9994.0,7649.46,0.1
Alaska,Yukon-Koyukuk Census Area,2290.0,5588.0,6551.0,7.9,27.8,10.2,45.8,22.2,0.2,71.4,0.3,0.1,5.6,1.2,21.8,82.7,0.9,19.1,79.5,11.5,466.0,7.7,4038.0,69.1,2.9,99500.0,2127.0,2.61,18614.0,33712.0,23.6,113.0,377.0,-34.1,351.0,426.0,NA,56.6,NA,NA,NA,33.8,0.0,NA,41553.0,7151.0,5429.0,0.0,157083.0,145504.79,0.0
Arizona,Apache County,4001.0,71518.0,69423.0,8.3,31.7,11.6,50.1,23.3,0.2,72.9,0.3,0.0,2.0,5.8,20.4,90.6,1.6,61.5,72.1,10.3,4701.0,26.4,32514.0,76.3,5.2,80900.0,18859.0,3.61,12294.0,30184.0,34.4,482.0,7526.0,15.5,2841.0,3732.0,NA,31.0,NA,NA,6.2,NA,0.0,18138.0,276872.0,3997.0,47781.0,48.0,1573639.0,11197.52,6.4
Arizona,Cochise County,4003.0,131346.0,117755.0,6.5,23.0,17.3,49.0,78.5,4.2,1.2,1.9,0.3,4.0,32.4,58.5,79.7,12.3,27.0,84.8,21.4,19851.0,19.5,59041.0,69.0,12.2,154900.0,48935.0,2.51,23010.0,44876.0,15.7,2373.0,28407.0,25.2,6285.0,8740.0,2.5,0.7,2.3,NA,15.5,33.0,181316.0,102250.0,1313671.0,10284.0,171397.0,347.0,2487123.0,6165.69,21.3
Arizona,Coconino County,4005.0,134421.0,116320.0,6.7,23.6,8.9,50.4,61.7,1.2,27.3,1.4,0.1,3.1,13.5,55.2,79.6,5.7,25.2,87.0,31.1,8457.0,18.0,63321.0,61.2,18.9,257700.0,45478.0,2.73,22632.0,49510.0,18.6,3634.0,44916.0,15.4,8257.0,11407.0,NA,7.6,2.1,NA,5.6,31.1,1526810.0,475616.0,1691664.0,13273.0,717689.0,315.0,1230202.0,18618.89,7.2
Arizona,Gila County,4007.0,53597.0,51335.0,5.7,21.4,23.2,50.3,76.8,0.4,14.8,0.5,0.1,2.0,17.9,65.9,87.3,3.1,16.9,83.4,15.0,5942.0,18.9,32698.0,78.3,4.8,156100.0,19704.0,2.65,19600.0,37580.0,18.9,1086.0,11724.0,-9.5,3565.0,5250.0,NA,4.3,NA,NA,NA,28.7,0.0,NA,550763.0,10545.0,106693.0,73.0,618574.0,4757.93,11.3
Arizona,Graham County,4009.0,37220.0,33489.0,8.6,28.4,11.4,46.3,72.1,1.8,14.4,0.5,0.1,2.8,30.4,52.3,84.4,5.0,22.3,81.8,13.4,2904.0,19.6,12980.0,72.0,7.7,119500.0,10822.0,2.99,15644.0,41683.0,20.0,531.0,10078.0,104.0,1330.0,1603.0,NA,NA,NA,NA,NA,NA,0.0,67967.0,389416.0,11211.0,34671.0,80.0,285323.0,4622.6,8.1
Arizona,Greenlee County,4011.0,8437.0,8547.0,7.8,29.2,12.0,47.9,77.2,1.1,2.3,0.5,0.1,3.8,47.9,48.1,82.8,4.4,23.6,89.8,13.4,829.0,14.8,4372.0,46.9,6.1,65800.0,3327.0,2.5,21281.0,48696.0,13.5,79.0,545.0,-83.2,234.0,538.0,NA,NA,NA,NA,NA,NA,0.0,NA,35595.0,4587.0,4888.0,4.0,59359.0,1843.13,4.6
Arizona,La Paz County,4012.0,20489.0,19715.0,5.0,18.0,32.6,48.5,69.8,0.6,12.8,0.5,0.0,3.7,23.5,62.7,84.5,12.2,17.7,76.9,9.0,3321.0,14.6,16049.0,75.4,3.6,1e5,10158.0,1.98,21165.0,32147.0,20.3,357.0,3438.0,-12.6,789.0,1241.0,NA,2.7,NA,NA,NA,32.0,0.0,65901.0,394370.0,19588.0,37986.0,16.0,172345.0,4499.63,4.6
Arizona,Maricopa County,4013.0,3817117.0,3072149.0,7.4,26.4,12.1,50.5,73.0,5.0,2.1,3.5,0.2,3.5,29.6,58.7,79.4,15.9,26.5,85.6,29.0,282952.0,25.7,1639279.0,66.3,25.1,238600.0,1382002.0,2.68,27816.0,55054.0,13.9,85789.0,1451978.0,7.2,242532.0,311765.0,2.4,1.2,3.9,NA,9.2,27.3,40182099.0,49760315.0,58688328.0,15153.0,8408940.0,6703.0,32502698.0,9200.14,414.9
Arizona,Mohave County,4015.0,200186.0,155032.0,5.5,20.6,23.3,50.0,86.9,0.9,2.2,1.1,0.2,2.7,14.8,79.6,79.3,6.4,10.7,83.0,12.0,27645.0,19.4,110911.0,71.5,9.8,170600.0,80361.0,2.44,21523.0,39785.0,16.1,3869.0,42107.0,20.8,9925.0,14568.0,1.1,2.6,1.6,NA,4.6,25.9,1349965.0,423845.0,2837691.0,14489.0,274299.0,262.0,1422615.0,13311.08,15.0
Arizona,Navajo County,4017.0,107449.0,97470.0,8.1,29.8,13.3,50.0,49.3,0.9,43.4,0.5,0.1,2.5,10.8,43.9,85.7,2.6,36.6,80.5,14.4,7964.0,21.8,56938.0,72.5,7.0,134300.0,35366.0,2.97,16745.0,39774.0,24.4,1844.0,18493.0,10.8,5073.0,6709.0,NA,11.8,NA,NA,NA,24.7,NA,209493.0,1237467.0,11148.0,191458.0,140.0,1177146.0,9950.42,10.8
Arizona,Pima County,4019.0,980263.0,843746.0,6.4,23.0,15.4,50.9,74.3,3.5,3.3,2.6,0.2,3.7,34.6,55.3,78.8,13.2,28.2,86.8,29.6,96814.0,23.9,440909.0,64.6,22.9,198300.0,381880.0,2.46,25093.0,45521.0,16.4,20547.0,309243.0,5.4,57228.0,75853.0,1.3,1.4,3.4,NA,14.1,30.1,10365206.0,3056767.0,11928538.0,11969.0,2135243.0,1938.0,13270204.0,9187.04,106.7
Arizona,Pinal County,4021.0,375770.0,179727.0,8.0,26.5,13.9,47.5,72.4,4.6,5.6,1.7,0.4,3.8,28.5,58.7,77.7,10.5,23.3,83.7,17.9,32337.0,32.4,159222.0,77.7,6.3,164e3,118826.0,2.56,21716.0,51310.0,13.5,3225.0,45025.0,79.2,14301.0,15591.0,3.1,1.9,NA,NA,12.7,27.0,2149874.0,450438.0,2033110.0,6718.0,341933.0,1597.0,1799122.0,5365.61,70.0
Arizona,Santa Cruz County,4023.0,47420.0,38381.0,7.8,30.7,13.1,52.4,73.5,0.4,0.7,0.5,0.0,2.0,82.8,16.0,91.1,33.5,81.1,70.9,17.3,2019.0,19.0,18010.0,71.0,17.6,148200.0,12078.0,3.79,16209.0,36519.0,25.2,1153.0,10773.0,6.9,3234.0,4599.0,0.6,NA,1.6,NA,47.1,25.0,0.0,NA,681267.0,15958.0,67226.0,53.0,445037.0,1236.92,38.3
Arizona,Yavapai County,4025.0,211033.0,167517.0,5.0,19.1,24.1,51.0,89.3,0.6,1.7,0.8,0.1,2.5,13.6,82.0,81.8,7.2,11.2,89.4,23.7,29228.0,21.7,110432.0,72.5,11.0,231e3,89109.0,2.3,25527.0,43290.0,13.7,5875.0,53702.0,16.6,16666.0,23563.0,NA,0.8,1.0,NA,6.9,25.4,763989.0,831416.0,2695406.0,12714.0,456458.0,339.0,1615727.0,8123.5,26.0
Arizona,Yuma County,4027.0,195751.0,160026.0,7.7,28.2,15.7,49.9,70.4,2.0,1.6,1.2,0.2,3.8,59.7,35.3,81.7,25.6,50.2,71.6,13.3,17246.0,19.1,87850.0,69.6,12.5,142400.0,69563.0,2.65,18418.0,40340.0,20.9,3029.0,42617.0,36.4,7558.0,10158.0,NA,2.4,2.1,NA,33.9,29.8,891604.0,NA,2004643.0,10596.0,271852.0,455.0,1651299.0,5513.99,35.5
Arkansas,Arkansas County,5001.0,19019.0,20749.0,6.0,23.3,16.4,51.5,71.8,24.5,0.2,0.5,NA,1.3,2.7,71.0,81.0,1.6,3.0,79.4,14.3,1599.0,14.7,9436.0,64.4,10.9,78900.0,8202.0,2.28,22142.0,37230.0,18.9,544.0,8293.0,0.2,1204.0,1791.0,NA,NA,NA,NA,NA,29.4,1702196.0,134593.0,286337.0,14825.0,15452.0,17.0,240068.0,988.77,19.2
Arkansas,Ashley County,5003.0,21853.0,24209.0,6.5,24.4,16.2,51.5,69.3,25.8,0.3,0.2,0.0,1.1,4.9,68.2,85.3,2.0,4.0,81.1,13.7,1584.0,18.6,10137.0,72.4,8.5,62100.0,8901.0,2.46,18779.0,34934.0,18.5,455.0,6810.0,-20.9,1030.0,1486.0,NA,NA,NA,NA,NA,19.4,NA,107302.0,170779.0,7673.0,15276.0,0.0,215103.0,925.35,23.6
Arkansas,Baxter County,5005.0,41513.0,38386.0,4.9,18.1,28.1,51.8,96.9,0.2,0.6,0.4,NA,1.5,1.7,96.0,81.8,1.9,2.7,83.7,14.5,6248.0,17.1,22580.0,76.6,10.1,118400.0,18744.0,2.17,21513.0,35606.0,15.5,1121.0,11156.0,-6.2,3168.0,4635.0,NA,NA,0.6,NA,NA,22.8,550061.0,NA,486791.0,11633.0,60260.0,17.0,392298.0,554.28,74.9
Arkansas,Benton County,5007.0,221339.0,153406.0,8.1,27.9,12.2,50.7,82.6,1.3,1.7,2.9,0.3,2.7,15.5,76.6,80.9,9.5,14.8,84.2,25.9,16837.0,20.8,93084.0,70.1,15.6,155e3,78947.0,2.63,25186.0,50434.0,11.7,5325.0,92837.0,37.6,14079.0,18799.0,0.9,1.3,2.3,NA,5.2,23.7,NA,NA,2390591.0,11332.0,295747.0,769.0,923179.0,847.36,261.2
Arkansas,Boone County,5009.0,36903.0,33948.0,6.1,23.3,18.1,51.0,96.5,0.2,0.7,0.4,NA,1.8,1.8,95.2,83.3,1.0,2.3,83.8,14.5,3417.0,19.7,16827.0,72.7,12.1,105700.0,14317.0,2.53,20507.0,36977.0,16.0,870.0,12094.0,-13.4,2908.0,3748.0,NA,NA,NA,NA,NA,29.3,NA,NA,466894.0,12738.0,41893.0,71.0,296431.0,590.23,62.5
Arkansas,Bradley County,5011.0,11508.0,12600.0,6.7,23.3,17.7,51.5,60.3,27.6,0.5,0.2,NA,1.3,13.2,58.0,85.0,6.8,11.2,69.4,12.7,729.0,17.2,5860.0,70.2,8.0,64800.0,4877.0,2.24,18845.0,29908.0,30.4,267.0,2670.0,-14.2,517.0,640.0,NA,NA,NA,NA,4.2,NA,176955.0,42794.0,71522.0,5978.0,6240.0,1.0,123471.0,649.23,17.7
