numero,data,nome,cnpj_ou_cpf,licitacao,num_licitacao,modalidade_licitacao,órgão,unidade_orçamentaria,funcao_orcamentaria,subfuncao_orcamentaria,programa,acao,natureza_despesa,fonte_do_recurso,valor_empenhado,valor_liquidado,valor_pago,valor_anulado,valor_saldo
69,2016-02-03,COPY LINE COMÉRCIO E SERVIÇOS LTDA.,02.914.690/0001-10,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2119 - Ações administrativas da SECULT,339039,0 - Recursos Ordinários,550.0,550.0,550.0,NA,0.0
70,2016-01-29,Pb Consult- Consultoria E Treinamento S/S Ltda,08.858.625/0001-09,SIM,002022013,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2021 - Atividades contábeis e controle interno,339039,0 - Recursos Ordinários,12e3,12e3,12e3,NA,0.0
71,2016-02-03,INSPEVEC INSPEÇÃO VEICULAR LTDA-ME.,05.992.126/0001-03,SIM,206012015,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339039,0 - Recursos Ordinários,5750.0,5750.0,5750.0,NA,0.0
72,2016-02-04,MATRIX CONSTRUTORA LTDA - EPP,18.920.924/0001-71,SIM,206582015,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,365 - Educação Infantil,1015 - Infraestrutura da rede municipal de educação,"1012 - Ampliação, reforma e/ou recuperação de creches",449051,0 - Recursos Ordinários,96074.2,54746.77,54746.77,NA,0.0
73,2016-02-04,J F SANTOS CONSTRUÇÕES E SERVIÇOS EIRELLI - ME,19.881.445/0001-56,SIM,206592015,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,365 - Educação Infantil,1015 - Infraestrutura da rede municipal de educação,"1012 - Ampliação, reforma e/ou recuperação de creches",449051,0 - Recursos Ordinários,100234.87,93027.75,93027.75,NA,0.0
74,2016-02-04,SANTA LUZIA ENGENHARIA LTDA.,07.766.436/0001-35,SIM,206192015,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,"1008 - Ampliação, reforma e/ou recuperação escolas",449051,0 - Recursos Ordinários,59361.54,48859.15,48859.15,NA,0.0
75,2016-02-04,IOLANDA BARBOSA DA SILVA,***.628.284-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,542.4,542.4,542.4,NA,0.0
76,2016-02-01,WELL RENT A CAR LTDA EPP,40.976.334/0001-10,SIM,203052013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,38699.7,38699.7,38699.7,NA,0.0
77,2016-02-01,WELL CAR COMISSÁRIA DE VEÍCULOS LTDA  EPP,02.502.673/0001-75,SIM,203062013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,50700.0,50700.0,50700.0,NA,0.0
78,2016-02-01,FLÁVIO HENRIQUE DE MIRANDA-ME-,02.212.119/0001-53,SIM,203042013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,44690.0,44690.0,44690.0,NA,0.0
79,2016-02-01,FLÁVIO HENRIQUE DE MIRANDA-ME-,02.212.119/0001-53,SIM,203032014,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,15900.0,15900.0,15900.0,NA,0.0
80,2016-02-01,WELL RENT A CAR LTDA EPP,40.976.334/0001-10,SIM,203052013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,5178.63,5178.63,5178.63,NA,0.0
81,2016-02-01,WELL CAR COMISSÁRIA DE VEÍCULOS LTDA  EPP,02.502.673/0001-75,SIM,203062013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,6784.47,6784.47,6784.47,NA,0.0
82,2016-02-01,FLÁVIO HENRIQUE DE MIRANDA-ME-,02.212.119/0001-53,SIM,203042013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339039,0 - Recursos Ordinários,5980.23,5980.23,5980.23,NA,0.0
83,2016-01-20,TELEMAR NORTE LESTE S/A,33.000.118/0001-79,SIM,203132013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,11815.86,11815.86,11815.86,NA,0.0
84,2016-01-04,PARATIBE COMÉRCIO DE PAPELARIA LTDA - EPP.,10.386.762/0001-21,SIM,206462015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,449052,15 - Transferência de Recursos do FNDE,22200.0,22200.0,22200.0,NA,0.0
85,2016-01-26,SOLO ENGENHARIA E EMPREENDIMENTOS LTDA E EPP.,04.561.688/0001-30,SIM,000022012,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,1009 - Construção e cobertura de quadras,449051,50 - Transferência de Convênios  Educação  Federal,122354.26,122354.26,122354.26,NA,0.0
86,2016-02-05,NÚCLEO ESPÍRITA NOVO MUNDO,08.704.892/0001-13,SIM,206012014,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,6231.0,6231.0,6231.0,NA,0.0
87,2016-02-05,Fundação Edvaldo Do Ó,10.743.383/0001-41,SIM,206012013,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,"2043 - Manutenção da infraestrutura unidade administrativa, CEPACS, CTE",339039,0 - Recursos Ordinários,60663.48,60663.48,60663.48,NA,0.0
88,2016-02-05,FLÁVIO HENRIQUE DE MIRANDA-ME-,02.212.119/0001-53,SIM,206052013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339039,0 - Recursos Ordinários,152640.0,152640.0,152640.0,NA,0.0
89,2016-02-05,SUPRIMAIS COM. E SERV. DE INFORMÁTICA LTDA,09.004.901/0001-26,SIM,206402015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339030,15 - Transferência de Recursos do FNDE,11272.45,11272.45,11272.45,NA,0.0
90,2016-02-05,NORDESTE COMÉRCIO DE  PEÇAS E SERVIÇOS LTDA,09.358.430/0001-54,SIM,214222015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339039,0 - Recursos Ordinários,27400.43,27400.43,27400.43,NA,0.0
91,2016-02-05,NORDESTE COMÉRCIO DE  PEÇAS E SERVIÇOS LTDA,09.358.430/0001-54,SIM,214222015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339030,0 - Recursos Ordinários,33852.93,33852.93,33852.93,NA,0.0
92,2016-01-22,CAIXA ECONOMICA FEDERAL - CEF,00.360.305/0001-04,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,3.26,3.26,3.26,NA,0.0
93,2016-02-11,SANTA LUZIA ENGENHARIA LTDA.,07.766.436/0001-35,SIM,206382015,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,"1008 - Ampliação, reforma e/ou recuperação escolas",449051,0 - Recursos Ordinários,26983.62,26983.62,26983.62,NA,0.0
94,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,319011,0 - Recursos Ordinários,962086.76,962086.76,962086.76,NA,0.0
95,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2050 - Secretaria de Assistência Social,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2040 - Ações administrativas da SEMAS,319011,0 - Recursos Ordinários,239652.22,239652.22,239652.22,NA,0.0
96,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,319011,0 - Recursos Ordinários,622842.68,622842.68,622842.68,NA,0.0
97,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2020 - Ações administrativas da SEFIN,319011,0 - Recursos Ordinários,431391.3,431391.3,431391.3,NA,0.0
98,2016-02-05,CONSTRUTORA SANTA LUCIA LTDA-EPP,10.762.524/0001-73,SIM,208062015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2085 - Melhoramentos e manutenção da infraestrutura viária,449051,0 - Recursos Ordinários,125937.74,125937.74,125937.74,NA,0.0
99,2016-02-11,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,SIM,202042014,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,319092,0 - Recursos Ordinários,13e4,13e4,13e4,NA,0.0
100,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2031 - Ações administrativas da Procuradoria Geral,319011,0 - Recursos Ordinários,440741.73,440741.73,440741.73,NA,0.0
101,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,319011,0 - Recursos Ordinários,1619170.26,1619170.26,1619170.26,NA,0.0
102,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2073 - Ações administrativas da SEDE,319011,0 - Recursos Ordinários,85719.07,85719.07,85719.07,NA,0.0
103,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,319011,0 - Recursos Ordinários,474892.6,474892.6,474892.6,NA,0.0
104,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2090 - Secretaria de Planejamento,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2097 - Ações administrativas da SEPLAN,319011,0 - Recursos Ordinários,165179.22,165179.22,165179.22,NA,0.0
105,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2100 - Secretaria de Ciência, Tecnologia e Inovação",4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2106 - Ações administrativas da SECTI,319011,0 - Recursos Ordinários,76648.28,76648.28,76648.28,NA,0.0
106,2016-02-10,CNM - CONFEDERAÇÃO NACIONAL DOS MUNICÍPIOS,00.703.157/0001-83,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,"2012 - Apoio aos cidadãos, instituições e eventos sociais e comunitários",335041,0 - Recursos Ordinários,2183.0,0.0,0.0,NA,0.0
107,2016-02-11,JOSIVAN SILVA - ME,02.301.135/0001-12,SIM,206272015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,154686.1,110769.1,110769.1,NA,0.0
108,2016-02-10,FAMUP - FEDERAÇÃO DE ASSOCIAÇÕES DE MUNICÍPIOS DA PARAÍBA,00.636.397/0001-02,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,"2012 - Apoio aos cidadãos, instituições e eventos sociais e comunitários",335041,0 - Recursos Ordinários,3e3,3e3,3e3,NA,0.0
109,2016-01-08,CNM - CONFEDERAÇÃO NACIONAL DOS MUNICÍPIOS,00.703.157/0001-83,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,"2012 - Apoio aos cidadãos, instituições e eventos sociais e comunitários",335041,0 - Recursos Ordinários,2183.0,2183.0,2183.0,NA,0.0
110,2016-01-19,FAMUP - FEDERAÇÃO DE ASSOCIAÇÕES DE MUNICÍPIOS DA PARAÍBA,00.636.397/0001-02,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,"2012 - Apoio aos cidadãos, instituições e eventos sociais e comunitários",335041,0 - Recursos Ordinários,3e3,3e3,3e3,NA,0.0
111,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2113 - Ações administrativas da SEAGRI,319011,0 - Recursos Ordinários,134339.85,134339.85,134339.85,NA,0.0
112,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,9 - Previdência Social,271 - Previdência Básica,2001 - Apoio Administrativo,2025 - Pensões especiais,319003,0 - Recursos Ordinários,43141.68,43141.68,43141.68,NA,0.0
113,2016-01-29,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,15.7,15.7,15.7,NA,0.0
114,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2119 - Ações administrativas da SECULT,319011,0 - Recursos Ordinários,241434.59,241434.59,241434.59,NA,0.0
115,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2130 - Secretaria de Esportes, Juventude e Lazer",4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2126 - Ações administrativas da SEJEL,319011,0 - Recursos Ordinários,124372.89,124372.89,124372.89,NA,0.0
116,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2139 - Ações administrativas da SESUMA,319011,0 - Recursos Ordinários,1118938.71,1118938.71,1118938.71,NA,0.0
117,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,1036 - Qualidade na Gestão Pública e Administrativa,2017 - Ações de manutenção da Guarda Municipal,319011,0 - Recursos Ordinários,104646.69,104646.69,104646.69,NA,0.0
118,2016-01-29,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,319016,0 - Recursos Ordinários,76101.43,76101.43,76101.43,NA,0.0
119,2016-01-29,BANCO BRADESCO S/A,60.746.948/3853-16,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,7321.89,7321.89,7321.89,NA,0.0
