"","NR_CONVENIO","ANO_CONVENIO","TX_SUBSITUACAO","NM_ORGAO_SUPERIOR","NM_MUNICIPIO_PROPONENTE","NM_PROGRAMA","DT_INICIO_VIGENCIA","DT_FIM_VIGENCIA","VL_GLOBAL","VL_REPASSE","TX_OBJETO_CONVENIO","IN_ADITIVO_SN","QT_ADITIVOS","cod7","funcao.imputada","TX_STATUS"
"87",814117,2014,"Em Aditivação","Ministerio do Desenvolvimento Agrario","APARECIDA","Desenvolvimento Territorial - Infra-estrutura e Serviços","11/12/2014","31/12/2015",378727,375000,"Apoiar e Fortalecer a Produção e Comercialização dos Agricultores e Agricultoras Familiares e da Reforma Agrária do Território Vale do Piranhas, Através da Aquisição de 09 (nove) Máquinas Colhedoras de Forragem Para uso Coletivo, com Vista a Incentivar e",0,NA,2500775,"Organização Agrária","Concluída, segundo a prefeitura"
"88",782487,2013,"Convênio","Ministerio do Turismo","BANANEIRAS","Promo??o de Fortalecimento ao Desenvolvimento Tur?stico ? Conv?nios ? Emendas.","06/06/2013","22/10/2013",100215,98205,"são João ¿ o Melhor pé de Serra Está em Bananeiras",0,NA,2501500,"Comércio e Serviços","Concluída, segundo a prefeitura"
"89",808562,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","RIO TINTO","Paraíba - Emendas Parlamentares - Investimento","27/10/2014","31/12/2015",149250,146250,"Aquisição de  Trator Agrícola",0,NA,2512903,"Agricultura","Concluída, segundo a prefeitura"
"90",782561,2013,"Convênio","Ministerio das Cidades","SAPE","Planejamento Urbano","11/09/2013","31/05/2016",509102.75,493100,"Pavimentação e Drenagem em Diversas Ruas dos Bairros Renato Ribeiro e Bela Vista, no Município de Sapé - pb",1,3,2515302,"Urbanismo","Concluída, segundo a prefeitura"
"91",790070,2013,"Convênio","Ministerio das Cidades","PIANCO","2054 - Planejamento Urbano","13/11/2013","30/05/2016",299034.07,295300,"Pavimentação",1,2,2511301,"Urbanismo","Concluída, segundo a prefeitura"
"92",799428,2013,"Convênio","Ministerio da Saude","ALAGOA GRANDE","Aten??o Especializada em Sa?de / Estrutura??o de Unidades de Aten??o Especializada em Sa?de ? A??o (2015.8535) Estrutura??o de Unidades de Aten??o Especializada em Sa?de / Contrato de Repasse / Emenda Parlamentar.","31/12/2013","09/12/2015",510210,5e+05,"Ampliação de Unidade de Atenção Especializada em Saúde",0,NA,2500304,"Saúde","Concluída, segundo a prefeitura"
"93",783172,2013,"Convênio","Ministerio do Turismo","SAO MIGUEL DE TAIPU","Programa de Apoio a Projetos de Infraestrutura Turística - Contrato de Repasse - Programação - Proposta Voluntária","29/07/2013","31/12/2015",995000,975000,"Construção de 01 (uma) Praça de Eventos.",0,NA,2515005,"Comércio e Serviços","Concluída, segundo a prefeitura"
"94",813088,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0003 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Orcamento Programa","23/12/2014","09/06/2016",323217,3e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Concluída, segundo a prefeitura"
"95",799286,2013,"Convênio","Ministerio do Turismo","PATOS","Programa de Apoio a Projetos de Infraestrutura Turística - Contrato de Repasse - Programação - Proposta Voluntária","31/12/2013","31/12/2015",2539062.5,2437500,"Apoio a Projetos de Infraestrutura Turística - Construção de Praça de Eventos.",0,NA,2510808,"Comércio e Serviços","Concluída, segundo a prefeitura"
"96",791713,2013,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","BOA VISTA","Paraiba - ogu 2013","27/11/2013","31/12/2014",215000,195000,"Aquisição de Patrulha Mecanizada.",0,NA,2502151,"Agricultura","Concluída, segundo a prefeitura"
"97",790071,2013,"Em Ajustes pelo Concedente","Ministerio das Cidades","SALGADINHO","2054 - Planejamento Urbano","13/11/2013","31/05/2016",295300,295300,"Pavimentação",1,1,2513000,"Urbanismo","Concluída, segundo a prefeitura"
"98",791466,2013,"Convênio","Ministerio do Turismo","CRUZ DO ESPIRITO SANTO","Programa de Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas","31/12/2013","31/12/2015",248750,243750,"Construção de 02 Portais no Município de Cruz do Espírito Santo ¿ pb.",0,NA,2504900,"Comércio e Serviços","Concluída, segundo a prefeitura"
"99",789325,2013,"Convênio","Ministerio das Cidades","SAO BENTINHO","2054 - Planejamento Urbano","27/11/2013","31/12/2015",301327,295300,"o Presente Projeto Visa à Pavimentação de Diversas Ruas do Município de são Bentinho ¿ pb.",0,NA,2513927,"Urbanismo","Concluída, segundo a prefeitura"
"100",797932,2013,"Convênio","Ministerio do Turismo","ALAGOA GRANDE","Programa de Apoio a Projetos de Infraestrutura Turística - Contrato de Repasse - Programação - Proposta Voluntária","31/12/2013","31/12/2015",397960,390000,"Implantação e Modernização de Museu na Cidade de Alagoa Grande",0,NA,2500304,"Comércio e Serviços","Concluída, segundo a prefeitura"
"101",787425,2013,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CARRAPATEIRA","Paraiba - ogu 2013","13/12/2013","25/02/2016",171000,165750,"Aquisição de Patrulha Mecanizada Para o Munícipio de Carrapateira - pb.",1,6,2504108,"Agricultura","Concluída, segundo a prefeitura"
"102",790725,2013,"Convênio","Ministerio da Saude","CARRAPATEIRA","2015 - Aperfeiçoamento do Sistema Único de Saúde - sus (3921 - Melhorias Habitacionais-chagas)","31/12/2013","31/12/2015",510206,5e+05,"Implantação de Melhorias Habitacionais Para o Controle de Doenças de Chagas no Município de Carrapateira ¿ pb.",1,1,2504108,"Saúde","Concluída, segundo a prefeitura"
"103",794756,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","POCINHOS","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social Especial ? Constru¿¿o de Creas (portaria n¿ 127/2013)","26/12/2013","31/12/2015",460000,450000,"Estruturação da Rede de Serviços de Proteção Social Especial ¿ Construção de Creas",1,1,2512002,"Assistência Social","Concluída, segundo a prefeitura"
"104",782550,2013,"Convênio","Ministerio das Cidades","ARACAGI","Planejamento Urbano","23/12/2013","31/05/2016",402245,394200,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Araçagi-pb",1,1,2500809,"Urbanismo","Concluída, segundo a prefeitura"
"105",801098,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","LOGRADOURO","Fomento ao Setor Agropecuario - Programacao","31/12/2014","31/12/2015",244000,243750,"2ª Etapa da Construção do Centro de Comercialização de Produtos da Agricultura Familiar no Município de Logradouro - pb",0,NA,2508554,"Agricultura","Concluída, segundo a prefeitura"
"106",803739,2014,"Convênio","Ministerio das Cidades","SAO DOMINGOS DO CARIRI","2054 - Planejamento Urbano","14/11/2014","31/12/2015",295600,295300,"Pavimentação e Drenagem em Diversas Ruas do Município de são Domingos do Cariri - pb.",0,NA,2513943,"Urbanismo","Concluída, segundo a prefeitura"
"107",792069,2013,"Convênio","Ministerio do Desenvolvimento Agrario","ALAGOA NOVA","Aquisição de Máquinas e Equipamentos Para Recuperação de Estradas Vicinais Para Municípios com até 50.000 Habitantes -  no Estado da Paraíba","31/12/2013","31/12/2014",257731.95,250000,"Aquisição de Patrulha Mecanizada.",0,NA,2500403,"Organização Agrária","Concluída, segundo a prefeitura"
"108",786097,2013,"Convênio","Ministerio do Turismo","SANTA RITA","Programa de Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas","30/12/2013","31/12/2015",256750,243750,"Reforma do Mercado Público de Tibiri, no Município de Santa Rita pb.",1,1,2513703,"Comércio e Serviços","Concluída, segundo a prefeitura"
"109",794441,2013,"Convênio","Ministerio da Justica","BAYEUX","2070 - Segurança Pública com Cidadania - Prevenção à Violência e à Criminalidade - Nacional","30/12/2013","30/12/2015",866183.92,831536.57,"Implementação do Projeto Mulheres de paz e Protejo por Meio de Capacitação de Mulheres e Jovens, Visando a Atuação dos Mesmos na Prevenção à Violência e Criminalidade no Município de Bayeux - pb.",0,NA,2501807,"Direitos da Cidadania","Concluída, segundo a prefeitura"
"110",790211,2013,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SALGADO DE SAO FELIX","Paraiba - ogu 2013","28/11/2013","31/12/2015",603092.78,585000,"Construção de Matadouro Público no Município de Salgado de são Felix-pb.",0,NA,2513109,"Agricultura","Concluída, segundo a prefeitura"
"111",787985,2013,"Convênio","Ministerio da Saude","AMPARO","2068 - Saneamento Básico (10gd - Sistema de Abastecimento de Água)","31/12/2013","31/12/2015",255200,250000,"Sistema de Abastecimento de Água.",0,NA,2500734,"Saúde","Concluída, segundo a prefeitura"
"112",812966,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","23/06/2016",99997.8,99997.8,"Reforma de Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Concluída, segundo a prefeitura"
"113",795689,2013,"Em Ajuste do Plano de Trabalho","Ministerio da Saude","CABEDELO","2015 - Aperfeiçoamento do Sistema Único de Saúde -sus (20t6 - Fortalecimento da Saúde Ambiental Para Redução dos Riscos á Saúde Humana)","31/12/2013","31/12/2015",185896.16,178460.31,"Implementar  as Ações  que Tenham Reflexo na Saúde Ambiental nos Bairros de Jacaré e Oceania, Visando Reduzir o Impacto Ambiental  com a Adequada Acomodação de Resíduos Sólido, Minimizando a Incidência do Mosquito da Dengue ¿ Aedes Aegypti, Qualificando o",0,NA,2503209,"Saúde","Concluída, segundo a prefeitura"
"114",789648,2013,"Convênio","Ministerio das Cidades","SOLANEA","2054 - Planejamento Urbano","13/11/2013","31/12/2015",542550,542550,"Pavimentação e Drenagem em Diversas Ruas do Município de Solânea - pb.",1,1,2516003,"Urbanismo","Concluída, segundo a prefeitura"
"115",782572,2013,"Convênio","Ministerio das Cidades","CONDADO","Planejamento Urbano","06/09/2013","31/07/2016",295300,295300,"Elaboração de Projeto Executivo e Pavimentação em Diversas Ruas",1,1,2504504,"Urbanismo","Em andamento"
"116",800501,2013,"Convênio","Ministerio das Cidades","SAO JOSE DE PRINCESA","2054 - Planejamento Urbano","31/12/2013","30/12/2016",394200,394200,"o Presente Projeto Visa à Pavimentação de Diversas Ruas do Município de são José de Princesa ¿ pb.",1,1,2514552,"Urbanismo","Em andamento"
"117",793495,2013,"Convênio","Ministerio da Justica","JOAO PESSOA","2070 - Segurança Pública com Cidadania - Prevenção à Violência e à Criminalidade - Nacional","27/12/2013","27/12/2016",810300,760300,"Realizar Ações de Prevenção à Violência e à Criminalidade nas Regiões de Maior Vulnerabilidade e Risco Social do Município de João Pessoa, Mediante a Ampliação da Ronda Escolar e a Implantação dos Projetos Esporte é Cidadania, Teatro de Fantoches e Agente",1,2,2507507,"Direitos da Cidadania","Em andamento"
"118",783167,2013,"Convênio","Ministerio das Cidades","CONDE","2054 - Planejamento Urbano","04/11/2013","31/12/2016",284703.71,245850,"Elaboração do Projeto Executivo e Calçamento em Paralelepípedo, no Município do Conde-pb.",1,2,2504603,"Urbanismo","Em andamento"
"119",793595,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","CONGO","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social B¿sica ? Constru¿¿o de Cras (portaria n¿ 127/2013)","16/12/2013","31/12/2016",358000,350000,"Estruturação da Rede de Serviços de Proteção Social Básica ¿ Construção de Centro de Referência de Assistência Social - Cras",1,2,2504702,"Assistência Social","Em andamento"
"120",782532,2013,"Em Aditivação","Ministerio das Cidades","RIACHO DOS CAVALOS","Planejamento Urbano","17/06/2013","30/05/2016",308773.89,295300,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Riacho dos Cavalos - pb.",1,3,2512804,"Urbanismo","Em andamento"
"121",793197,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","AGUA BRANCA","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social B¿sica ? Constru¿¿o de Cras (portaria n¿ 127/2013)","16/12/2013","30/12/2016",357500,350000,"Estruturação da Rede de Serviços da Proteção Social Básica ¿ Construção de Cras",1,2,2500106,"Assistência Social","Em andamento"
"122",787689,2013,"Convênio","Ministerio das Cidades","IGARACY","2054 - Planejamento Urbano","05/11/2013","30/12/2016",450000,450000,"Pavimentação no Município de Igaracy ¿ pb.",1,1,2502607,"Urbanismo","Em andamento"
"123",809078,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SOBRADO","Paraíba - Emendas Parlamentares - Investimento","29/09/2014","30/12/2016",149250,146250,"Aquisição de Patrulha Mecanizada.",1,1,2515971,"Agricultura","Em andamento"
"124",800893,2014,"Convênio","Ministerio do Turismo","IMACULADA","Apoio a Projetos de Infraestrutura Turistica - Contrato de Repasse - Proponente Especifico","24/02/2016","24/02/2018",3e+05,292500,"Apoio a Projeto de Infraestrutura Turística - Urbanização de Avenida José Alves Camboim",0,NA,2506707,"Comércio e Serviços","Em andamento"
"125",806679,2014,"Convênio","Ministerio do Esporte","APARECIDA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","22/07/2014","31/12/2016",390450,390000,"Construção de um Campo de Futebol no Município de Aparecida - pb.",1,1,2500775,"Desporto e Lazer","Em andamento"
"126",787988,2013,"Convênio","Ministerio da Saude","SAO JOAO DO TIGRE","2068 - Saneamento Básico (10gd - Sistema de Abastecimento de Água)","31/12/2013","30/12/2016",255500,250000,"Sistema de Abastecimento de Água.",1,2,2514107,"Saúde","Em andamento"
"127",809606,2014,"Convênio","Ministerio das Cidades","CONDE","2054 - Planejamento Urbano","30/12/2014","31/12/2016",274974.6,245850,"Elaboração de Projeto Executivo e Pavimentação em Paralelepípedo no Município do Conde/pb",1,1,2504603,"Urbanismo","Em andamento"
"128",786608,2013,"Em Ajuste do Plano de Trabalho","Ministerio do Esporte","POMBAL","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2013","30/12/2016",407650.6,390000,"Construção de uma Quadra Poliesportiva Coberta",1,2,2512101,"Desporto e Lazer","Em andamento"
"129",790782,2013,"Convênio","Ministerio da Integracao Nacional","SANTA TERESINHA","2051- Oferta de ?gua - Sih/doh -  Emendas Parlamentares","09/01/2014","03/07/2016",1122449,1100000,"o Presente Projeto Visa a Construção do Açude Público Primavera, na Comunidade Primavera, no Município de Santa Teresinha¿ pb.",0,NA,2513802,"Gestão Ambiental","Em andamento"
"130",806724,2014,"Convênio","Ministerio do Esporte","NOVA OLINDA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","28/11/2014","31/12/2016",295000,292500,"Construção de Campo de Futebol",0,NA,2510204,"Desporto e Lazer","Em andamento"
"131",785388,2013,"Convênio","Ministerio do Esporte","JOAO PESSOA","Esporte e Grandes Eventos Desportivos - Apoio à Realização da Copa do Mundo Fifa 2014","23/08/2013","24/08/2016",2098714.92,2014766.32,"Implantação e Modernização de Centro de Treinamento - Copa do Mundo de Futebol Fifa 2014, na Cidade de João Pessoa.",1,4,2507507,"Desporto e Lazer","Em andamento"
"132",799399,2013,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CAMPINA GRANDE","Paraiba - ogu 2013","31/12/2013","29/06/2016",1757800,1657500,"Aquisição de Patrulha Mecanizada",1,2,2504009,"Agricultura","Em andamento"
"133",789447,2013,"Convênio","Ministerio das Cidades","MASSARANDUBA","2054 - Planejamento Urbano","31/12/2013","31/12/2016",250579.93,245850,"Execução de Pavimentação em Paralelepípedos de Diversas Ruas no Município de Massaranduba-pb.",1,2,2509206,"Urbanismo","Em andamento"
"134",782582,2013,"Em Aditivação","Ministerio das Cidades","SAO BENTO","Planejamento Urbano","17/06/2013","30/05/2016",690900,690900,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de são Bento - pb",1,1,2513901,"Urbanismo","Em andamento"
"135",787904,2013,"Convênio","Ministerio da Saude","SAO SEBASTIAO DO UMBUZEIRO","2068 - Saneamento Básico (10gd - Sistema de Abastecimento de Água)","31/12/2013","28/06/2016",255102.5,250000,"Sistema de Abastecimento de Água.",1,1,2515203,"Saúde","Em andamento"
"136",794109,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","SAO JOAO DO RIO DO PEIXE","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social Especial ? Constru¿¿o de Creas (portaria n¿ 127/2013)","31/12/2013","30/12/2016",459500,450000,"Estruturação da Rede de Serviços de Proteção Social Especial ¿ Construção de Creas",1,2,2500700,"Assistência Social","Em andamento"
"137",790801,2013,"Convênio","Ministerio da Integracao Nacional","CATOLE DO ROCHA","2051- Oferta de ?gua - Sih/doh -  Emendas Parlamentares","09/01/2014","31/10/2016",307000,3e+05,"Perfuração e Instalação de Poços na Zona Rural, no Sítios: Melada, Sossego, são Pedro, Cococi, Ricardo i, Ricardo ii, Xavier, Mapironga, pau de Leite, Colina, são Gonçalo, Malhada dos Viados, Assentamento Frei Dimas, Arruda, Jatobá, Picos, são José, são j",0,NA,2504306,"Urbanismo","Em andamento"
"138",830062,2016,"Convênio","Ministerio das Cidades","PATOS","Planejamento Urbano","23/05/2016","31/07/2018",527320,521997.59,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Patos - pb",0,NA,2510808,"Urbanismo","Em andamento"
